Year,Month,State,Suicides
1999,1,Alabama,43
1999,2,Alabama,48
1999,3,Alabama,33
1999,4,Alabama,52
1999,5,Alabama,55
1999,6,Alabama,46
1999,7,Alabama,34
1999,8,Alabama,57
1999,9,Alabama,48
1999,10,Alabama,49
1999,11,Alabama,41
1999,12,Alabama,48
2000,1,Alabama,57
2000,2,Alabama,53
2000,3,Alabama,48
2000,4,Alabama,49
2000,5,Alabama,49
2000,6,Alabama,58
2000,7,Alabama,41
2000,8,Alabama,50
2000,9,Alabama,50
2000,10,Alabama,48
2000,11,Alabama,37
2000,12,Alabama,42
2001,1,Alabama,42
2001,2,Alabama,41
2001,3,Alabama,44
2001,4,Alabama,27
2001,5,Alabama,41
2001,6,Alabama,38
2001,7,Alabama,45
2001,8,Alabama,51
2001,9,Alabama,45
2001,10,Alabama,50
2001,11,Alabama,48
2001,12,Alabama,40
2002,1,Alabama,40
2002,2,Alabama,48
2002,3,Alabama,40
2002,4,Alabama,43
2002,5,Alabama,45
2002,6,Alabama,46
2002,7,Alabama,47
2002,8,Alabama,42
2002,9,Alabama,50
2002,10,Alabama,34
2002,11,Alabama,35
2002,12,Alabama,43
2003,1,Alabama,52
2003,2,Alabama,24
2003,3,Alabama,42
2003,4,Alabama,40
2003,5,Alabama,41
2003,6,Alabama,45
2003,7,Alabama,48
2003,8,Alabama,46
2003,9,Alabama,34
2003,10,Alabama,48
2003,11,Alabama,47
2003,12,Alabama,53
2004,1,Alabama,49
2004,2,Alabama,53
2004,3,Alabama,35
2004,4,Alabama,34
2004,5,Alabama,42
2004,6,Alabama,53
2004,7,Alabama,44
2004,8,Alabama,51
2004,9,Alabama,41
2004,10,Alabama,35
2004,11,Alabama,51
2004,12,Alabama,53
2005,1,Alabama,53
2005,2,Alabama,32
2005,3,Alabama,48
2005,4,Alabama,44
2005,5,Alabama,46
2005,6,Alabama,34
2005,7,Alabama,44
2005,8,Alabama,47
2005,9,Alabama,42
2005,10,Alabama,58
2005,11,Alabama,52
2005,12,Alabama,35
2006,1,Alabama,32
2006,2,Alabama,52
2006,3,Alabama,52
2006,4,Alabama,58
2006,5,Alabama,53
2006,6,Alabama,49
2006,7,Alabama,53
2006,8,Alabama,38
2006,9,Alabama,56
2006,10,Alabama,51
2006,11,Alabama,42
2006,12,Alabama,43
2007,1,Alabama,54
2007,2,Alabama,39
2007,3,Alabama,37
2007,4,Alabama,34
2007,5,Alabama,57
2007,6,Alabama,53
2007,7,Alabama,58
2007,8,Alabama,62
2007,9,Alabama,53
2007,10,Alabama,44
2007,11,Alabama,51
2007,12,Alabama,50
2008,1,Alabama,61
2008,2,Alabama,50
2008,3,Alabama,46
2008,4,Alabama,50
2008,5,Alabama,55
2008,6,Alabama,48
2008,7,Alabama,62
2008,8,Alabama,49
2008,9,Alabama,47
2008,10,Alabama,55
2008,11,Alabama,45
2008,12,Alabama,34
2009,1,Alabama,66
2009,2,Alabama,51
2009,3,Alabama,63
2009,4,Alabama,51
2009,5,Alabama,54
2009,6,Alabama,62
2009,7,Alabama,58
2009,8,Alabama,68
2009,9,Alabama,40
2009,10,Alabama,68
2009,11,Alabama,48
2009,12,Alabama,44
2010,1,Alabama,61
2010,2,Alabama,56
2010,3,Alabama,73
2010,4,Alabama,54
2010,5,Alabama,62
2010,6,Alabama,58
2010,7,Alabama,55
2010,8,Alabama,58
2010,9,Alabama,46
2010,10,Alabama,56
2010,11,Alabama,56
2010,12,Alabama,44
2011,1,Alabama,62
2011,2,Alabama,45
2011,3,Alabama,63
2011,4,Alabama,62
2011,5,Alabama,68
2011,6,Alabama,58
2011,7,Alabama,58
2011,8,Alabama,57
2011,9,Alabama,38
2011,10,Alabama,38
2011,11,Alabama,54
2011,12,Alabama,51
2012,1,Alabama,54
2012,2,Alabama,52
2012,3,Alabama,60
2012,4,Alabama,69
2012,5,Alabama,60
2012,6,Alabama,65
2012,7,Alabama,75
2012,8,Alabama,67
2012,9,Alabama,65
2012,10,Alabama,60
2012,11,Alabama,56
2012,12,Alabama,41
2013,1,Alabama,52
2013,2,Alabama,53
2013,3,Alabama,65
2013,4,Alabama,56
2013,5,Alabama,65
2013,6,Alabama,55
2013,7,Alabama,58
2013,8,Alabama,62
2013,9,Alabama,67
2013,10,Alabama,63
2013,11,Alabama,63
2013,12,Alabama,61
2014,1,Alabama,54
2014,2,Alabama,58
2014,3,Alabama,67
2014,4,Alabama,55
2014,5,Alabama,45
2014,6,Alabama,56
2014,7,Alabama,48
2014,8,Alabama,67
2014,9,Alabama,74
2014,10,Alabama,68
2014,11,Alabama,66
2014,12,Alabama,56
2015,1,Alabama,79
2015,2,Alabama,47
2015,3,Alabama,71
2015,4,Alabama,49
2015,5,Alabama,58
2015,6,Alabama,73
2015,7,Alabama,75
2015,8,Alabama,67
2015,9,Alabama,71
2015,10,Alabama,55
2015,11,Alabama,52
2015,12,Alabama,53
2016,1,Alabama,59
2016,2,Alabama,78
2016,3,Alabama,71
2016,4,Alabama,64
2016,5,Alabama,71
2016,6,Alabama,57
2016,7,Alabama,68
2016,8,Alabama,77
2016,9,Alabama,64
2016,10,Alabama,65
2016,11,Alabama,57
2016,12,Alabama,57
2017,1,Alabama,79
2017,2,Alabama,59
2017,3,Alabama,73
2017,4,Alabama,72
2017,5,Alabama,79
2017,6,Alabama,82
2017,7,Alabama,74
2017,8,Alabama,71
2017,9,Alabama,71
2017,10,Alabama,57
2017,11,Alabama,70
2017,12,Alabama,48
2018,1,Alabama,75
2018,2,Alabama,68
2018,3,Alabama,77
2018,4,Alabama,46
2018,5,Alabama,73
2018,6,Alabama,73
2018,7,Alabama,82
2018,8,Alabama,78
2018,9,Alabama,56
2018,10,Alabama,56
2018,11,Alabama,66
2018,12,Alabama,73
2019,1,Alabama,65
2019,2,Alabama,79
2019,3,Alabama,73
2019,4,Alabama,65
2019,5,Alabama,66
2019,6,Alabama,60
2019,7,Alabama,72
2019,8,Alabama,67
2019,9,Alabama,76
2019,10,Alabama,69
2019,11,Alabama,56
2019,12,Alabama,56
2020,1,Alabama,66
2020,2,Alabama,64
2020,3,Alabama,80
2020,4,Alabama,55
2020,5,Alabama,65
2020,6,Alabama,72
2020,7,Alabama,72
2020,8,Alabama,65
2020,9,Alabama,77
2020,10,Alabama,63
2020,11,Alabama,65
2020,12,Alabama,49
1999,1,Alaska,10
1999,2,Alaska,14
1999,3,Alaska,10
1999,4,Alaska,5
1999,5,Alaska,6
1999,6,Alaska,4
1999,7,Alaska,15
1999,8,Alaska,8
1999,9,Alaska,10
1999,10,Alaska,6
1999,11,Alaska,5
1999,12,Alaska,3
2000,1,Alaska,21
2000,2,Alaska,6
2000,3,Alaska,6
2000,4,Alaska,10
2000,5,Alaska,14
2000,6,Alaska,14
2000,7,Alaska,10
2000,8,Alaska,12
2000,9,Alaska,9
2000,10,Alaska,11
2000,11,Alaska,11
2000,12,Alaska,13
2001,1,Alaska,5
2001,2,Alaska,8
2001,3,Alaska,8
2001,4,Alaska,8
2001,5,Alaska,15
2001,6,Alaska,5
2001,7,Alaska,5
2001,8,Alaska,5
2001,9,Alaska,13
2001,10,Alaska,4
2001,11,Alaska,12
2001,12,Alaska,13
2002,1,Alaska,10
2002,2,Alaska,14
2002,3,Alaska,13
2002,4,Alaska,10
2002,5,Alaska,11
2002,6,Alaska,11
2002,7,Alaska,14
2002,8,Alaska,13
2002,9,Alaska,14
2002,10,Alaska,6
2002,11,Alaska,7
2002,12,Alaska,9
2003,1,Alaska,10
2003,2,Alaska,15
2003,3,Alaska,12
2003,4,Alaska,9
2003,5,Alaska,11
2003,6,Alaska,16
2003,7,Alaska,11
2003,8,Alaska,3
2003,9,Alaska,6
2003,10,Alaska,9
2003,11,Alaska,10
2003,12,Alaska,12
2004,1,Alaska,20
2004,2,Alaska,17
2004,3,Alaska,11
2004,4,Alaska,9
2004,5,Alaska,5
2004,6,Alaska,13
2004,7,Alaska,8
2004,8,Alaska,14
2004,9,Alaska,13
2004,10,Alaska,20
2004,11,Alaska,11
2004,12,Alaska,14
2005,1,Alaska,5
2005,2,Alaska,8
2005,3,Alaska,13
2005,4,Alaska,12
2005,5,Alaska,9
2005,6,Alaska,12
2005,7,Alaska,13
2005,8,Alaska,10
2005,9,Alaska,11
2005,10,Alaska,14
2005,11,Alaska,13
2005,12,Alaska,11
2006,1,Alaska,8
2006,2,Alaska,13
2006,3,Alaska,15
2006,4,Alaska,15
2006,5,Alaska,11
2006,6,Alaska,14
2006,7,Alaska,15
2006,8,Alaska,8
2006,9,Alaska,5
2006,10,Alaska,12
2006,11,Alaska,10
2006,12,Alaska,9
2007,1,Alaska,12
2007,2,Alaska,8
2007,3,Alaska,18
2007,4,Alaska,19
2007,5,Alaska,10
2007,6,Alaska,14
2007,7,Alaska,14
2007,8,Alaska,14
2007,9,Alaska,16
2007,10,Alaska,6
2007,11,Alaska,7
2007,12,Alaska,11
2008,1,Alaska,11
2008,2,Alaska,17
2008,3,Alaska,17
2008,4,Alaska,19
2008,5,Alaska,11
2008,6,Alaska,16
2008,7,Alaska,13
2008,8,Alaska,10
2008,9,Alaska,14
2008,10,Alaska,17
2008,11,Alaska,7
2008,12,Alaska,17
2009,1,Alaska,9
2009,2,Alaska,16
2009,3,Alaska,16
2009,4,Alaska,9
2009,5,Alaska,14
2009,6,Alaska,12
2009,7,Alaska,15
2009,8,Alaska,12
2009,9,Alaska,18
2009,10,Alaska,10
2009,11,Alaska,5
2009,12,Alaska,7
2010,1,Alaska,11
2010,2,Alaska,13
2010,3,Alaska,9
2010,4,Alaska,12
2010,5,Alaska,13
2010,6,Alaska,14
2010,7,Alaska,19
2010,8,Alaska,13
2010,9,Alaska,15
2010,10,Alaska,14
2010,11,Alaska,20
2010,12,Alaska,11
2011,1,Alaska,10
2011,2,Alaska,7
2011,3,Alaska,7
2011,4,Alaska,10
2011,5,Alaska,17
2011,6,Alaska,11
2011,7,Alaska,18
2011,8,Alaska,13
2011,9,Alaska,14
2011,10,Alaska,5
2011,11,Alaska,16
2011,12,Alaska,15
2012,1,Alaska,8
2012,2,Alaska,9
2012,3,Alaska,13
2012,4,Alaska,20
2012,5,Alaska,13
2012,6,Alaska,10
2012,7,Alaska,10
2012,8,Alaska,11
2012,9,Alaska,16
2012,10,Alaska,17
2012,11,Alaska,24
2012,12,Alaska,17
2013,1,Alaska,14
2013,2,Alaska,14
2013,3,Alaska,15
2013,4,Alaska,11
2013,5,Alaska,9
2013,6,Alaska,16
2013,7,Alaska,17
2013,8,Alaska,13
2013,9,Alaska,11
2013,10,Alaska,18
2013,11,Alaska,19
2013,12,Alaska,13
2014,1,Alaska,14
2014,2,Alaska,10
2014,3,Alaska,10
2014,4,Alaska,16
2014,5,Alaska,14
2014,6,Alaska,17
2014,7,Alaska,15
2014,8,Alaska,16
2014,9,Alaska,12
2014,10,Alaska,19
2014,11,Alaska,11
2014,12,Alaska,13
2015,1,Alaska,13
2015,2,Alaska,13
2015,3,Alaska,18
2015,4,Alaska,16
2015,5,Alaska,23
2015,6,Alaska,17
2015,7,Alaska,23
2015,8,Alaska,13
2015,9,Alaska,15
2015,10,Alaska,16
2015,11,Alaska,18
2015,12,Alaska,16
2016,1,Alaska,18
2016,2,Alaska,8
2016,3,Alaska,14
2016,4,Alaska,17
2016,5,Alaska,19
2016,6,Alaska,17
2016,7,Alaska,26
2016,8,Alaska,13
2016,9,Alaska,20
2016,10,Alaska,13
2016,11,Alaska,12
2016,12,Alaska,16
2017,1,Alaska,14
2017,2,Alaska,13
2017,3,Alaska,10
2017,4,Alaska,20
2017,5,Alaska,12
2017,6,Alaska,21
2017,7,Alaska,15
2017,8,Alaska,19
2017,9,Alaska,20
2017,10,Alaska,22
2017,11,Alaska,18
2017,12,Alaska,16
2018,1,Alaska,20
2018,2,Alaska,17
2018,3,Alaska,10
2018,4,Alaska,18
2018,5,Alaska,19
2018,6,Alaska,13
2018,7,Alaska,18
2018,8,Alaska,16
2018,9,Alaska,11
2018,10,Alaska,14
2018,11,Alaska,19
2018,12,Alaska,9
2019,1,Alaska,18
2019,2,Alaska,22
2019,3,Alaska,18
2019,4,Alaska,14
2019,5,Alaska,19
2019,6,Alaska,16
2019,7,Alaska,14
2019,8,Alaska,16
2019,9,Alaska,19
2019,10,Alaska,21
2019,11,Alaska,13
2019,12,Alaska,20
2020,1,Alaska,19
2020,2,Alaska,14
2020,3,Alaska,15
2020,4,Alaska,15
2020,5,Alaska,15
2020,6,Alaska,18
2020,7,Alaska,28
2020,8,Alaska,15
2020,9,Alaska,20
2020,10,Alaska,19
2020,11,Alaska,12
2020,12,Alaska,14
1999,1,Arizona,69
1999,2,Arizona,61
1999,3,Arizona,75
1999,4,Arizona,63
1999,5,Arizona,64
1999,6,Arizona,59
1999,7,Arizona,61
1999,8,Arizona,68
1999,9,Arizona,61
1999,10,Arizona,64
1999,11,Arizona,73
1999,12,Arizona,48
2000,1,Arizona,73
2000,2,Arizona,68
2000,3,Arizona,71
2000,4,Arizona,75
2000,5,Arizona,57
2000,6,Arizona,79
2000,7,Arizona,74
2000,8,Arizona,49
2000,9,Arizona,72
2000,10,Arizona,56
2000,11,Arizona,54
2000,12,Arizona,55
2001,1,Arizona,62
2001,2,Arizona,56
2001,3,Arizona,66
2001,4,Arizona,62
2001,5,Arizona,63
2001,6,Arizona,51
2001,7,Arizona,88
2001,8,Arizona,70
2001,9,Arizona,63
2001,10,Arizona,68
2001,11,Arizona,59
2001,12,Arizona,54
2002,1,Arizona,81
2002,2,Arizona,63
2002,3,Arizona,61
2002,4,Arizona,97
2002,5,Arizona,80
2002,6,Arizona,50
2002,7,Arizona,80
2002,8,Arizona,77
2002,9,Arizona,75
2002,10,Arizona,78
2002,11,Arizona,83
2002,12,Arizona,59
2003,1,Arizona,64
2003,2,Arizona,50
2003,3,Arizona,85
2003,4,Arizona,72
2003,5,Arizona,80
2003,6,Arizona,76
2003,7,Arizona,76
2003,8,Arizona,79
2003,9,Arizona,62
2003,10,Arizona,85
2003,11,Arizona,60
2003,12,Arizona,51
2004,1,Arizona,77
2004,2,Arizona,67
2004,3,Arizona,76
2004,4,Arizona,53
2004,5,Arizona,64
2004,6,Arizona,92
2004,7,Arizona,96
2004,8,Arizona,82
2004,9,Arizona,59
2004,10,Arizona,62
2004,11,Arizona,83
2004,12,Arizona,68
2005,1,Arizona,83
2005,2,Arizona,60
2005,3,Arizona,84
2005,4,Arizona,72
2005,5,Arizona,89
2005,6,Arizona,86
2005,7,Arizona,95
2005,8,Arizona,76
2005,9,Arizona,77
2005,10,Arizona,68
2005,11,Arizona,80
2005,12,Arizona,74
2006,1,Arizona,87
2006,2,Arizona,59
2006,3,Arizona,83
2006,4,Arizona,84
2006,5,Arizona,97
2006,6,Arizona,77
2006,7,Arizona,92
2006,8,Arizona,81
2006,9,Arizona,74
2006,10,Arizona,86
2006,11,Arizona,93
2006,12,Arizona,63
2007,1,Arizona,88
2007,2,Arizona,80
2007,3,Arizona,84
2007,4,Arizona,74
2007,5,Arizona,83
2007,6,Arizona,80
2007,7,Arizona,96
2007,8,Arizona,83
2007,9,Arizona,103
2007,10,Arizona,92
2007,11,Arizona,78
2007,12,Arizona,74
2008,1,Arizona,92
2008,2,Arizona,64
2008,3,Arizona,67
2008,4,Arizona,72
2008,5,Arizona,93
2008,6,Arizona,87
2008,7,Arizona,73
2008,8,Arizona,94
2008,9,Arizona,96
2008,10,Arizona,89
2008,11,Arizona,64
2008,12,Arizona,81
2009,1,Arizona,73
2009,2,Arizona,76
2009,3,Arizona,95
2009,4,Arizona,79
2009,5,Arizona,115
2009,6,Arizona,104
2009,7,Arizona,97
2009,8,Arizona,91
2009,9,Arizona,96
2009,10,Arizona,95
2009,11,Arizona,64
2009,12,Arizona,73
2010,1,Arizona,80
2010,2,Arizona,76
2010,3,Arizona,80
2010,4,Arizona,87
2010,5,Arizona,96
2010,6,Arizona,85
2010,7,Arizona,121
2010,8,Arizona,118
2010,9,Arizona,93
2010,10,Arizona,99
2010,11,Arizona,74
2010,12,Arizona,83
2011,1,Arizona,91
2011,2,Arizona,90
2011,3,Arizona,97
2011,4,Arizona,100
2011,5,Arizona,93
2011,6,Arizona,114
2011,7,Arizona,107
2011,8,Arizona,105
2011,9,Arizona,94
2011,10,Arizona,104
2011,11,Arizona,83
2011,12,Arizona,82
2012,1,Arizona,104
2012,2,Arizona,76
2012,3,Arizona,85
2012,4,Arizona,98
2012,5,Arizona,106
2012,6,Arizona,110
2012,7,Arizona,109
2012,8,Arizona,118
2012,9,Arizona,105
2012,10,Arizona,70
2012,11,Arizona,80
2012,12,Arizona,90
2013,1,Arizona,96
2013,2,Arizona,85
2013,3,Arizona,100
2013,4,Arizona,107
2013,5,Arizona,96
2013,6,Arizona,101
2013,7,Arizona,100
2013,8,Arizona,91
2013,9,Arizona,101
2013,10,Arizona,95
2013,11,Arizona,89
2013,12,Arizona,101
2014,1,Arizona,102
2014,2,Arizona,78
2014,3,Arizona,112
2014,4,Arizona,103
2014,5,Arizona,111
2014,6,Arizona,98
2014,7,Arizona,107
2014,8,Arizona,119
2014,9,Arizona,128
2014,10,Arizona,100
2014,11,Arizona,87
2014,12,Arizona,96
2015,1,Arizona,104
2015,2,Arizona,104
2015,3,Arizona,123
2015,4,Arizona,100
2015,5,Arizona,120
2015,6,Arizona,97
2015,7,Arizona,104
2015,8,Arizona,123
2015,9,Arizona,97
2015,10,Arizona,109
2015,11,Arizona,97
2015,12,Arizona,98
2016,1,Arizona,114
2016,2,Arizona,101
2016,3,Arizona,127
2016,4,Arizona,113
2016,5,Arizona,95
2016,6,Arizona,108
2016,7,Arizona,120
2016,8,Arizona,92
2016,9,Arizona,91
2016,10,Arizona,123
2016,11,Arizona,98
2016,12,Arizona,87
2017,1,Arizona,88
2017,2,Arizona,106
2017,3,Arizona,103
2017,4,Arizona,101
2017,5,Arizona,131
2017,6,Arizona,113
2017,7,Arizona,117
2017,8,Arizona,122
2017,9,Arizona,126
2017,10,Arizona,105
2017,11,Arizona,107
2017,12,Arizona,106
2018,1,Arizona,116
2018,2,Arizona,102
2018,3,Arizona,117
2018,4,Arizona,112
2018,5,Arizona,111
2018,6,Arizona,148
2018,7,Arizona,138
2018,8,Arizona,123
2018,9,Arizona,139
2018,10,Arizona,118
2018,11,Arizona,104
2018,12,Arizona,108
2019,1,Arizona,133
2019,2,Arizona,94
2019,3,Arizona,130
2019,4,Arizona,131
2019,5,Arizona,138
2019,6,Arizona,130
2019,7,Arizona,128
2019,8,Arizona,111
2019,9,Arizona,113
2019,10,Arizona,107
2019,11,Arizona,108
2019,12,Arizona,94
2020,1,Arizona,121
2020,2,Arizona,104
2020,3,Arizona,133
2020,4,Arizona,106
2020,5,Arizona,101
2020,6,Arizona,104
2020,7,Arizona,125
2020,8,Arizona,135
2020,9,Arizona,119
2020,10,Arizona,113
2020,11,Arizona,98
2020,12,Arizona,104
1999,1,Arkansas,36
1999,2,Arkansas,24
1999,3,Arkansas,27
1999,4,Arkansas,22
1999,5,Arkansas,35
1999,6,Arkansas,23
1999,7,Arkansas,24
1999,8,Arkansas,29
1999,9,Arkansas,33
1999,10,Arkansas,30
1999,11,Arkansas,29
1999,12,Arkansas,24
2000,1,Arkansas,24
2000,2,Arkansas,28
2000,3,Arkansas,27
2000,4,Arkansas,27
2000,5,Arkansas,37
2000,6,Arkansas,26
2000,7,Arkansas,36
2000,8,Arkansas,30
2000,9,Arkansas,27
2000,10,Arkansas,29
2000,11,Arkansas,31
2000,12,Arkansas,27
2001,1,Arkansas,32
2001,2,Arkansas,30
2001,3,Arkansas,37
2001,4,Arkansas,30
2001,5,Arkansas,43
2001,6,Arkansas,32
2001,7,Arkansas,35
2001,8,Arkansas,27
2001,9,Arkansas,31
2001,10,Arkansas,32
2001,11,Arkansas,24
2001,12,Arkansas,29
2002,1,Arkansas,29
2002,2,Arkansas,31
2002,3,Arkansas,33
2002,4,Arkansas,37
2002,5,Arkansas,28
2002,6,Arkansas,29
2002,7,Arkansas,35
2002,8,Arkansas,24
2002,9,Arkansas,22
2002,10,Arkansas,38
2002,11,Arkansas,26
2002,12,Arkansas,44
2003,1,Arkansas,32
2003,2,Arkansas,24
2003,3,Arkansas,36
2003,4,Arkansas,35
2003,5,Arkansas,28
2003,6,Arkansas,35
2003,7,Arkansas,39
2003,8,Arkansas,28
2003,9,Arkansas,33
2003,10,Arkansas,26
2003,11,Arkansas,33
2003,12,Arkansas,23
2004,1,Arkansas,29
2004,2,Arkansas,28
2004,3,Arkansas,26
2004,4,Arkansas,40
2004,5,Arkansas,33
2004,6,Arkansas,24
2004,7,Arkansas,30
2004,8,Arkansas,27
2004,9,Arkansas,36
2004,10,Arkansas,26
2004,11,Arkansas,28
2004,12,Arkansas,34
2005,1,Arkansas,34
2005,2,Arkansas,21
2005,3,Arkansas,36
2005,4,Arkansas,40
2005,5,Arkansas,42
2005,6,Arkansas,30
2005,7,Arkansas,25
2005,8,Arkansas,44
2005,9,Arkansas,44
2005,10,Arkansas,18
2005,11,Arkansas,29
2005,12,Arkansas,37
2006,1,Arkansas,29
2006,2,Arkansas,28
2006,3,Arkansas,30
2006,4,Arkansas,30
2006,5,Arkansas,21
2006,6,Arkansas,34
2006,7,Arkansas,32
2006,8,Arkansas,37
2006,9,Arkansas,36
2006,10,Arkansas,34
2006,11,Arkansas,26
2006,12,Arkansas,34
2007,1,Arkansas,31
2007,2,Arkansas,33
2007,3,Arkansas,37
2007,4,Arkansas,33
2007,5,Arkansas,38
2007,6,Arkansas,32
2007,7,Arkansas,29
2007,8,Arkansas,29
2007,9,Arkansas,32
2007,10,Arkansas,34
2007,11,Arkansas,39
2007,12,Arkansas,35
2008,1,Arkansas,35
2008,2,Arkansas,28
2008,3,Arkansas,38
2008,4,Arkansas,41
2008,5,Arkansas,48
2008,6,Arkansas,25
2008,7,Arkansas,37
2008,8,Arkansas,47
2008,9,Arkansas,32
2008,10,Arkansas,35
2008,11,Arkansas,36
2008,12,Arkansas,44
2009,1,Arkansas,30
2009,2,Arkansas,46
2009,3,Arkansas,23
2009,4,Arkansas,35
2009,5,Arkansas,36
2009,6,Arkansas,32
2009,7,Arkansas,43
2009,8,Arkansas,35
2009,9,Arkansas,41
2009,10,Arkansas,28
2009,11,Arkansas,36
2009,12,Arkansas,37
2010,1,Arkansas,31
2010,2,Arkansas,39
2010,3,Arkansas,52
2010,4,Arkansas,35
2010,5,Arkansas,38
2010,6,Arkansas,32
2010,7,Arkansas,33
2010,8,Arkansas,38
2010,9,Arkansas,29
2010,10,Arkansas,39
2010,11,Arkansas,40
2010,12,Arkansas,41
2011,1,Arkansas,37
2011,2,Arkansas,28
2011,3,Arkansas,41
2011,4,Arkansas,45
2011,5,Arkansas,43
2011,6,Arkansas,35
2011,7,Arkansas,47
2011,8,Arkansas,52
2011,9,Arkansas,31
2011,10,Arkansas,29
2011,11,Arkansas,39
2011,12,Arkansas,34
2012,1,Arkansas,54
2012,2,Arkansas,42
2012,3,Arkansas,58
2012,4,Arkansas,31
2012,5,Arkansas,35
2012,6,Arkansas,40
2012,7,Arkansas,56
2012,8,Arkansas,37
2012,9,Arkansas,41
2012,10,Arkansas,27
2012,11,Arkansas,36
2012,12,Arkansas,28
2013,1,Arkansas,44
2013,2,Arkansas,38
2013,3,Arkansas,39
2013,4,Arkansas,52
2013,5,Arkansas,42
2013,6,Arkansas,47
2013,7,Arkansas,41
2013,8,Arkansas,49
2013,9,Arkansas,43
2013,10,Arkansas,46
2013,11,Arkansas,35
2013,12,Arkansas,39
2014,1,Arkansas,35
2014,2,Arkansas,22
2014,3,Arkansas,42
2014,4,Arkansas,39
2014,5,Arkansas,41
2014,6,Arkansas,32
2014,7,Arkansas,27
2014,8,Arkansas,54
2014,9,Arkansas,58
2014,10,Arkansas,61
2014,11,Arkansas,46
2014,12,Arkansas,57
2015,1,Arkansas,44
2015,2,Arkansas,41
2015,3,Arkansas,55
2015,4,Arkansas,57
2015,5,Arkansas,42
2015,6,Arkansas,41
2015,7,Arkansas,58
2015,8,Arkansas,52
2015,9,Arkansas,50
2015,10,Arkansas,47
2015,11,Arkansas,41
2015,12,Arkansas,49
2016,1,Arkansas,36
2016,2,Arkansas,45
2016,3,Arkansas,45
2016,4,Arkansas,46
2016,5,Arkansas,44
2016,6,Arkansas,39
2016,7,Arkansas,49
2016,8,Arkansas,64
2016,9,Arkansas,50
2016,10,Arkansas,55
2016,11,Arkansas,43
2016,12,Arkansas,37
2017,1,Arkansas,40
2017,2,Arkansas,27
2017,3,Arkansas,55
2017,4,Arkansas,65
2017,5,Arkansas,50
2017,6,Arkansas,68
2017,7,Arkansas,63
2017,8,Arkansas,51
2017,9,Arkansas,60
2017,10,Arkansas,42
2017,11,Arkansas,56
2017,12,Arkansas,54
2018,1,Arkansas,36
2018,2,Arkansas,37
2018,3,Arkansas,59
2018,4,Arkansas,52
2018,5,Arkansas,70
2018,6,Arkansas,42
2018,7,Arkansas,46
2018,8,Arkansas,52
2018,9,Arkansas,45
2018,10,Arkansas,37
2018,11,Arkansas,40
2018,12,Arkansas,38
2019,1,Arkansas,35
2019,2,Arkansas,34
2019,3,Arkansas,57
2019,4,Arkansas,48
2019,5,Arkansas,48
2019,6,Arkansas,39
2019,7,Arkansas,50
2019,8,Arkansas,47
2019,9,Arkansas,59
2019,10,Arkansas,42
2019,11,Arkansas,45
2019,12,Arkansas,44
2020,1,Arkansas,55
2020,2,Arkansas,41
2020,3,Arkansas,59
2020,4,Arkansas,49
2020,5,Arkansas,48
2020,6,Arkansas,62
2020,7,Arkansas,41
2020,8,Arkansas,50
2020,9,Arkansas,54
2020,10,Arkansas,51
2020,11,Arkansas,39
2020,12,Arkansas,34
1999,1,California,264
1999,2,California,228
1999,3,California,258
1999,4,California,264
1999,5,California,273
1999,6,California,252
1999,7,California,264
1999,8,California,282
1999,9,California,229
1999,10,California,235
1999,11,California,280
1999,12,California,240
2000,1,California,295
2000,2,California,254
2000,3,California,290
2000,4,California,254
2000,5,California,270
2000,6,California,248
2000,7,California,245
2000,8,California,280
2000,9,California,228
2000,10,California,211
2000,11,California,189
2000,12,California,199
2001,1,California,240
2001,2,California,208
2001,3,California,241
2001,4,California,228
2001,5,California,259
2001,6,California,244
2001,7,California,244
2001,8,California,223
2001,9,California,238
2001,10,California,236
2001,11,California,234
2001,12,California,224
2002,1,California,325
2002,2,California,215
2002,3,California,301
2002,4,California,282
2002,5,California,312
2002,6,California,277
2002,7,California,277
2002,8,California,260
2002,9,California,240
2002,10,California,254
2002,11,California,228
2002,12,California,247
2003,1,California,301
2003,2,California,239
2003,3,California,308
2003,4,California,282
2003,5,California,282
2003,6,California,297
2003,7,California,322
2003,8,California,284
2003,9,California,286
2003,10,California,249
2003,11,California,257
2003,12,California,284
2004,1,California,286
2004,2,California,251
2004,3,California,323
2004,4,California,321
2004,5,California,256
2004,6,California,275
2004,7,California,308
2004,8,California,284
2004,9,California,273
2004,10,California,270
2004,11,California,258
2004,12,California,244
2005,1,California,260
2005,2,California,214
2005,3,California,293
2005,4,California,280
2005,5,California,303
2005,6,California,258
2005,7,California,278
2005,8,California,278
2005,9,California,260
2005,10,California,251
2005,11,California,244
2005,12,California,276
2006,1,California,251
2006,2,California,241
2006,3,California,289
2006,4,California,314
2006,5,California,281
2006,6,California,289
2006,7,California,312
2006,8,California,299
2006,9,California,259
2006,10,California,257
2006,11,California,264
2006,12,California,267
2007,1,California,326
2007,2,California,280
2007,3,California,317
2007,4,California,241
2007,5,California,333
2007,6,California,296
2007,7,California,335
2007,8,California,320
2007,9,California,290
2007,10,California,269
2007,11,California,288
2007,12,California,291
2008,1,California,317
2008,2,California,276
2008,3,California,336
2008,4,California,340
2008,5,California,302
2008,6,California,313
2008,7,California,339
2008,8,California,337
