Year,Month,State,Gun Homicides
1999,1,Alabama,27
1999,2,Alabama,24
1999,3,Alabama,21
1999,4,Alabama,17
1999,5,Alabama,26
1999,6,Alabama,25
1999,7,Alabama,25
1999,8,Alabama,29
1999,9,Alabama,27
1999,10,Alabama,20
1999,11,Alabama,21
1999,12,Alabama,31
2000,1,Alabama,24
2000,2,Alabama,14
2000,3,Alabama,20
2000,4,Alabama,12
2000,5,Alabama,41
2000,6,Alabama,27
2000,7,Alabama,30
2000,8,Alabama,35
2000,9,Alabama,27
2000,10,Alabama,21
2000,11,Alabama,25
2000,12,Alabama,18
2001,1,Alabama,23
2001,2,Alabama,25
2001,3,Alabama,20
2001,4,Alabama,28
2001,5,Alabama,23
2001,6,Alabama,33
2001,7,Alabama,19
2001,8,Alabama,27
2001,9,Alabama,23
2001,10,Alabama,26
2001,11,Alabama,25
2001,12,Alabama,30
2002,1,Alabama,27
2002,2,Alabama,23
2002,3,Alabama,26
2002,4,Alabama,18
2002,5,Alabama,20
2002,6,Alabama,22
2002,7,Alabama,28
2002,8,Alabama,37
2002,9,Alabama,32
2002,10,Alabama,22
2002,11,Alabama,17
2002,12,Alabama,20
2003,1,Alabama,19
2003,2,Alabama,33
2003,3,Alabama,27
2003,4,Alabama,14
2003,5,Alabama,25
2003,6,Alabama,28
2003,7,Alabama,33
2003,8,Alabama,36
2003,9,Alabama,26
2003,10,Alabama,23
2003,11,Alabama,26
2003,12,Alabama,32
2004,1,Alabama,20
2004,2,Alabama,14
2004,3,Alabama,24
2004,4,Alabama,15
2004,5,Alabama,21
2004,6,Alabama,28
2004,7,Alabama,27
2004,8,Alabama,27
2004,9,Alabama,21
2004,10,Alabama,19
2004,11,Alabama,21
2004,12,Alabama,25
2005,1,Alabama,34
2005,2,Alabama,19
2005,3,Alabama,20
2005,4,Alabama,22
2005,5,Alabama,34
2005,6,Alabama,15
2005,7,Alabama,30
2005,8,Alabama,35
2005,9,Alabama,26
2005,10,Alabama,25
2005,11,Alabama,28
2005,12,Alabama,31
2006,1,Alabama,32
2006,2,Alabama,20
2006,3,Alabama,18
2006,4,Alabama,26
2006,5,Alabama,28
2006,6,Alabama,26
2006,7,Alabama,27
2006,8,Alabama,32
2006,9,Alabama,21
2006,10,Alabama,35
2006,11,Alabama,32
2006,12,Alabama,36
2007,1,Alabama,25
2007,2,Alabama,25
2007,3,Alabama,31
2007,4,Alabama,30
2007,5,Alabama,31
2007,6,Alabama,40
2007,7,Alabama,42
2007,8,Alabama,28
2007,9,Alabama,23
2007,10,Alabama,34
2007,11,Alabama,31
2007,12,Alabama,38
2008,1,Alabama,31
2008,2,Alabama,17
2008,3,Alabama,33
2008,4,Alabama,29
2008,5,Alabama,26
2008,6,Alabama,28
2008,7,Alabama,37
2008,8,Alabama,33
2008,9,Alabama,26
2008,10,Alabama,26
2008,11,Alabama,35
2008,12,Alabama,28
2009,1,Alabama,25
2009,2,Alabama,18
2009,3,Alabama,32
2009,4,Alabama,31
2009,5,Alabama,33
2009,6,Alabama,21
2009,7,Alabama,31
2009,8,Alabama,19
2009,9,Alabama,27
2009,10,Alabama,27
2009,11,Alabama,24
2009,12,Alabama,29
2010,1,Alabama,23
2010,2,Alabama,21
2010,3,Alabama,16
2010,4,Alabama,20
2010,5,Alabama,19
2010,6,Alabama,29
2010,7,Alabama,39
2010,8,Alabama,17
2010,9,Alabama,24
2010,10,Alabama,21
2010,11,Alabama,15
2010,12,Alabama,39
2011,1,Alabama,28
2011,2,Alabama,17
2011,3,Alabama,32
2011,4,Alabama,24
2011,5,Alabama,25
2011,6,Alabama,24
2011,7,Alabama,24
2011,8,Alabama,22
2011,9,Alabama,21
2011,10,Alabama,29
2011,11,Alabama,23
2011,12,Alabama,23
2012,1,Alabama,29
2012,2,Alabama,17
2012,3,Alabama,21
2012,4,Alabama,18
2012,5,Alabama,16
2012,6,Alabama,35
2012,7,Alabama,20
2012,8,Alabama,19
2012,9,Alabama,36
2012,10,Alabama,28
2012,11,Alabama,28
2012,12,Alabama,39
2013,1,Alabama,22
2013,2,Alabama,16
2013,3,Alabama,35
2013,4,Alabama,21
2013,5,Alabama,22
2013,6,Alabama,38
2013,7,Alabama,22
2013,8,Alabama,23
2013,9,Alabama,19
2013,10,Alabama,31
2013,11,Alabama,27
2013,12,Alabama,41
2014,1,Alabama,32
2014,2,Alabama,14
2014,3,Alabama,21
2014,4,Alabama,24
2014,5,Alabama,28
2014,6,Alabama,26
2014,7,Alabama,24
2014,8,Alabama,25
2014,9,Alabama,21
2014,10,Alabama,21
2014,11,Alabama,23
2014,12,Alabama,33
2015,1,Alabama,20
2015,2,Alabama,29
2015,3,Alabama,35
2015,4,Alabama,29
2015,5,Alabama,42
2015,6,Alabama,36
2015,7,Alabama,36
2015,8,Alabama,21
2015,9,Alabama,33
2015,10,Alabama,36
2015,11,Alabama,39
2015,12,Alabama,35
2016,1,Alabama,52
2016,2,Alabama,30
2016,3,Alabama,42
2016,4,Alabama,45
2016,5,Alabama,32
2016,6,Alabama,41
2016,7,Alabama,22
2016,8,Alabama,27
2016,9,Alabama,43
2016,10,Alabama,44
2016,11,Alabama,37
2016,12,Alabama,39
2017,1,Alabama,39
2017,2,Alabama,44
2017,3,Alabama,36
2017,4,Alabama,30
2017,5,Alabama,38
2017,6,Alabama,39
2017,7,Alabama,56
2017,8,Alabama,44
2017,9,Alabama,48
2017,10,Alabama,35
2017,11,Alabama,51
2017,12,Alabama,46
2018,1,Alabama,48
2018,2,Alabama,38
2018,3,Alabama,39
2018,4,Alabama,32
2018,5,Alabama,30
2018,6,Alabama,51
2018,7,Alabama,59
2018,8,Alabama,31
2018,9,Alabama,37
2018,10,Alabama,30
2018,11,Alabama,37
2018,12,Alabama,36
2019,1,Alabama,48
2019,2,Alabama,46
2019,3,Alabama,37
2019,4,Alabama,31
2019,5,Alabama,41
2019,6,Alabama,36
2019,7,Alabama,33
2019,8,Alabama,45
2019,9,Alabama,45
2019,10,Alabama,33
2019,11,Alabama,34
2019,12,Alabama,57
2020,1,Alabama,44
2020,2,Alabama,33
2020,3,Alabama,40
2020,4,Alabama,49
2020,5,Alabama,61
2020,6,Alabama,48
2020,7,Alabama,46
2020,8,Alabama,55
2020,9,Alabama,45
2020,10,Alabama,51
2020,11,Alabama,47
2020,12,Alabama,45
1999,1,Alaska,3
1999,2,Alaska,2
1999,3,Alaska,4
1999,4,Alaska,4
1999,5,Alaska,2
1999,6,Alaska,1
1999,7,Alaska,3
1999,8,Alaska,0
1999,9,Alaska,6
1999,10,Alaska,1
1999,11,Alaska,1
1999,12,Alaska,0
2000,1,Alaska,4
2000,2,Alaska,1
2000,3,Alaska,2
2000,4,Alaska,1
2000,5,Alaska,1
2000,6,Alaska,0
2000,7,Alaska,3
2000,8,Alaska,1
2000,9,Alaska,0
2000,10,Alaska,1
2000,11,Alaska,1
2000,12,Alaska,1
2001,1,Alaska,4
2001,2,Alaska,2
2001,3,Alaska,2
2001,4,Alaska,4
2001,5,Alaska,1
2001,6,Alaska,0
2001,7,Alaska,2
2001,8,Alaska,3
2001,9,Alaska,2
2001,10,Alaska,1
2001,11,Alaska,3
2001,12,Alaska,1
2002,1,Alaska,2
2002,2,Alaska,3
2002,3,Alaska,2
2002,4,Alaska,3
2002,5,Alaska,2
2002,6,Alaska,0
2002,7,Alaska,1
2002,8,Alaska,3
2002,9,Alaska,1
2002,10,Alaska,3
2002,11,Alaska,1
2002,12,Alaska,5
2003,1,Alaska,2
2003,2,Alaska,6
2003,3,Alaska,1
2003,4,Alaska,2
2003,5,Alaska,1
2003,6,Alaska,0
2003,7,Alaska,1
2003,8,Alaska,2
2003,9,Alaska,3
2003,10,Alaska,6
2003,11,Alaska,5
2003,12,Alaska,3
2004,1,Alaska,1
2004,2,Alaska,1
2004,3,Alaska,4
2004,4,Alaska,0
2004,5,Alaska,2
2004,6,Alaska,0
2004,7,Alaska,3
2004,8,Alaska,1
2004,9,Alaska,1
2004,10,Alaska,1
2004,11,Alaska,3
2004,12,Alaska,3
2005,1,Alaska,2
2005,2,Alaska,3
2005,3,Alaska,1
2005,4,Alaska,1
2005,5,Alaska,4
2005,6,Alaska,2
2005,7,Alaska,3
2005,8,Alaska,4
2005,9,Alaska,0
2005,10,Alaska,1
2005,11,Alaska,1
2005,12,Alaska,2
2006,1,Alaska,0
2006,2,Alaska,3
2006,3,Alaska,3
2006,4,Alaska,0
2006,5,Alaska,0
2006,6,Alaska,4
2006,7,Alaska,2
2006,8,Alaska,4
2006,9,Alaska,3
2006,10,Alaska,7
2006,11,Alaska,0
2006,12,Alaska,2
2007,1,Alaska,5
2007,2,Alaska,3
2007,3,Alaska,3
2007,4,Alaska,0
2007,5,Alaska,1
2007,6,Alaska,1
2007,7,Alaska,2
2007,8,Alaska,4
2007,9,Alaska,1
2007,10,Alaska,0
2007,11,Alaska,1
2007,12,Alaska,4
2008,1,Alaska,2
2008,2,Alaska,2
2008,3,Alaska,0
2008,4,Alaska,2
2008,5,Alaska,1
2008,6,Alaska,1
2008,7,Alaska,0
2008,8,Alaska,2
2008,9,Alaska,2
2008,10,Alaska,0
2008,11,Alaska,2
2008,12,Alaska,1
2009,1,Alaska,1
2009,2,Alaska,2
2009,3,Alaska,2
2009,4,Alaska,1
2009,5,Alaska,1
2009,6,Alaska,1
2009,7,Alaska,1
2009,8,Alaska,1
2009,9,Alaska,3
2009,10,Alaska,0
2009,11,Alaska,2
2009,12,Alaska,2
2010,1,Alaska,1
2010,2,Alaska,3
2010,3,Alaska,5
2010,4,Alaska,3
2010,5,Alaska,2
2010,6,Alaska,1
2010,7,Alaska,2
2010,8,Alaska,3
2010,9,Alaska,2
2010,10,Alaska,3
2010,11,Alaska,3
2010,12,Alaska,2
2011,1,Alaska,1
2011,2,Alaska,1
2011,3,Alaska,2
2011,4,Alaska,2
2011,5,Alaska,1
2011,6,Alaska,0
2011,7,Alaska,2
2011,8,Alaska,1
2011,9,Alaska,0
2011,10,Alaska,4
2011,11,Alaska,3
2011,12,Alaska,2
2012,1,Alaska,0
2012,2,Alaska,0
2012,3,Alaska,2
2012,4,Alaska,4
2012,5,Alaska,1
2012,6,Alaska,3
2012,7,Alaska,3
2012,8,Alaska,0
2012,9,Alaska,2
2012,10,Alaska,2
2012,11,Alaska,0
2012,12,Alaska,0
2013,1,Alaska,0
2013,2,Alaska,3
2013,3,Alaska,2
2013,4,Alaska,1
2013,5,Alaska,1
2013,6,Alaska,1
2013,7,Alaska,1
2013,8,Alaska,0
2013,9,Alaska,2
2013,10,Alaska,4
2013,11,Alaska,1
2013,12,Alaska,3
2014,1,Alaska,1
2014,2,Alaska,2
2014,3,Alaska,4
2014,4,Alaska,1
2014,5,Alaska,2
2014,6,Alaska,1
2014,7,Alaska,0
2014,8,Alaska,1
2014,9,Alaska,1
2014,10,Alaska,4
2014,11,Alaska,1
2014,12,Alaska,3
2015,1,Alaska,3
2015,2,Alaska,2
2015,3,Alaska,7
2015,4,Alaska,3
2015,5,Alaska,7
2015,6,Alaska,1
2015,7,Alaska,4
2015,8,Alaska,2
2015,9,Alaska,2
2015,10,Alaska,2
2015,11,Alaska,4
2015,12,Alaska,5
2016,1,Alaska,5
2016,2,Alaska,4
2016,3,Alaska,2
2016,4,Alaska,0
2016,5,Alaska,3
2016,6,Alaska,3
2016,7,Alaska,8
2016,8,Alaska,3
2016,9,Alaska,4
2016,10,Alaska,1
2016,11,Alaska,5
2016,12,Alaska,7
2017,1,Alaska,3
2017,2,Alaska,5
2017,3,Alaska,1
2017,4,Alaska,6
2017,5,Alaska,5
2017,6,Alaska,1
2017,7,Alaska,3
2017,8,Alaska,5
2017,9,Alaska,5
2017,10,Alaska,5
2017,11,Alaska,1
2017,12,Alaska,6
2018,1,Alaska,5
2018,2,Alaska,0
2018,3,Alaska,4
2018,4,Alaska,4
2018,5,Alaska,2
2018,6,Alaska,2
2018,7,Alaska,5
2018,8,Alaska,2
2018,9,Alaska,2
2018,10,Alaska,3
2018,11,Alaska,3
2018,12,Alaska,5
2019,1,Alaska,2
2019,2,Alaska,4
2019,3,Alaska,4
2019,4,Alaska,7
2019,5,Alaska,4
2019,6,Alaska,4
2019,7,Alaska,4
2019,8,Alaska,2
2019,9,Alaska,1
2019,10,Alaska,2
2019,11,Alaska,11
2019,12,Alaska,6
2020,1,Alaska,2
2020,2,Alaska,2
2020,3,Alaska,2
2020,4,Alaska,2
2020,5,Alaska,1
2020,6,Alaska,2
2020,7,Alaska,2
2020,8,Alaska,0
2020,9,Alaska,1
2020,10,Alaska,3
2020,11,Alaska,9
2020,12,Alaska,1
1999,1,Arizona,27
1999,2,Arizona,25
1999,3,Arizona,24
1999,4,Arizona,27
1999,5,Arizona,20
1999,6,Arizona,28
1999,7,Arizona,23
1999,8,Arizona,28
1999,9,Arizona,20
1999,10,Arizona,27
1999,11,Arizona,22
1999,12,Arizona,32
2000,1,Arizona,15
2000,2,Arizona,18
2000,3,Arizona,33
2000,4,Arizona,24
2000,5,Arizona,27
2000,6,Arizona,27
2000,7,Arizona,27
2000,8,Arizona,22
2000,9,Arizona,11
2000,10,Arizona,29
2000,11,Arizona,21
2000,12,Arizona,20
2001,1,Arizona,22
2001,2,Arizona,25
2001,3,Arizona,30
2001,4,Arizona,19
2001,5,Arizona,25
2001,6,Arizona,24
2001,7,Arizona,32
2001,8,Arizona,27
2001,9,Arizona,34
2001,10,Arizona,31
2001,11,Arizona,29
2001,12,Arizona,34
2002,1,Arizona,25
2002,2,Arizona,19
2002,3,Arizona,35
2002,4,Arizona,27
2002,5,Arizona,38
2002,6,Arizona,26
2002,7,Arizona,41
2002,8,Arizona,19
2002,9,Arizona,33
2002,10,Arizona,29
2002,11,Arizona,28
2002,12,Arizona,35
2003,1,Arizona,22
2003,2,Arizona,17
2003,3,Arizona,33
2003,4,Arizona,23
2003,5,Arizona,41
2003,6,Arizona,21
2003,7,Arizona,18
2003,8,Arizona,40
2003,9,Arizona,32
2003,10,Arizona,30
2003,11,Arizona,20
2003,12,Arizona,27
2004,1,Arizona,34
2004,2,Arizona,27
2004,3,Arizona,29
2004,4,Arizona,28
2004,5,Arizona,36
2004,6,Arizona,21
2004,7,Arizona,27
2004,8,Arizona,36
2004,9,Arizona,20
2004,10,Arizona,25
2004,11,Arizona,30
2004,12,Arizona,29
2005,1,Arizona,24
2005,2,Arizona,19
2005,3,Arizona,23
2005,4,Arizona,30
2005,5,Arizona,33
2005,6,Arizona,30
2005,7,Arizona,38
2005,8,Arizona,39
2005,9,Arizona,37
2005,10,Arizona,34
2005,11,Arizona,32
2005,12,Arizona,38
2006,1,Arizona,26
2006,2,Arizona,37
2006,3,Arizona,36
2006,4,Arizona,33
2006,5,Arizona,32
2006,6,Arizona,38
2006,7,Arizona,44
2006,8,Arizona,31
2006,9,Arizona,28
2006,10,Arizona,28
2006,11,Arizona,22
2006,12,Arizona,32
2007,1,Arizona,36
2007,2,Arizona,30
2007,3,Arizona,32
2007,4,Arizona,29
2007,5,Arizona,35
2007,6,Arizona,23
2007,7,Arizona,41
2007,8,Arizona,25
2007,9,Arizona,24
2007,10,Arizona,27
2007,11,Arizona,36
2007,12,Arizona,16
2008,1,Arizona,29
2008,2,Arizona,34
2008,3,Arizona,26
2008,4,Arizona,32
2008,5,Arizona,23
2008,6,Arizona,35
2008,7,Arizona,28
2008,8,Arizona,26
2008,9,Arizona,24
2008,10,Arizona,23
2008,11,Arizona,30
2008,12,Arizona,23
2009,1,Arizona,20
2009,2,Arizona,21
2009,3,Arizona,20
2009,4,Arizona,24
2009,5,Arizona,20
2009,6,Arizona,20
2009,7,Arizona,24
2009,8,Arizona,18
2009,9,Arizona,15
2009,10,Arizona,13
2009,11,Arizona,17
2009,12,Arizona,16
2010,1,Arizona,23
2010,2,Arizona,18
2010,3,Arizona,18
2010,4,Arizona,17
2010,5,Arizona,18
2010,6,Arizona,17
2010,7,Arizona,27
2010,8,Arizona,36
2010,9,Arizona,21
2010,10,Arizona,31
2010,11,Arizona,24
2010,12,Arizona,21
2011,1,Arizona,22
2011,2,Arizona,16
2011,3,Arizona,23
2011,4,Arizona,26
2011,5,Arizona,22
2011,6,Arizona,24
2011,7,Arizona,21
2011,8,Arizona,26
2011,9,Arizona,19
2011,10,Arizona,24
2011,11,Arizona,19
2011,12,Arizona,17
2012,1,Arizona,26
2012,2,Arizona,19
2012,3,Arizona,19
2012,4,Arizona,22
2012,5,Arizona,31
2012,6,Arizona,20
2012,7,Arizona,21
2012,8,Arizona,17
2012,9,Arizona,22
2012,10,Arizona,20
2012,11,Arizona,19
2012,12,Arizona,18
2013,1,Arizona,20
2013,2,Arizona,16
2013,3,Arizona,27
2013,4,Arizona,24
2013,5,Arizona,20
2013,6,Arizona,19
2013,7,Arizona,16
2013,8,Arizona,17
2013,9,Arizona,22
2013,10,Arizona,33
2013,11,Arizona,22
2013,12,Arizona,15
2014,1,Arizona,12
2014,2,Arizona,16
2014,3,Arizona,18
2014,4,Arizona,25
2014,5,Arizona,14
2014,6,Arizona,22
2014,7,Arizona,16
2014,8,Arizona,17
2014,9,Arizona,17
2014,10,Arizona,20
2014,11,Arizona,12
2014,12,Arizona,23
2015,1,Arizona,14
2015,2,Arizona,15
2015,3,Arizona,15
2015,4,Arizona,25
2015,5,Arizona,25
2015,6,Arizona,13
2015,7,Arizona,21
2015,8,Arizona,29
2015,9,Arizona,21
2015,10,Arizona,18
2015,11,Arizona,15
2015,12,Arizona,25
2016,1,Arizona,22
2016,2,Arizona,25
2016,3,Arizona,19
2016,4,Arizona,25
2016,5,Arizona,21
2016,6,Arizona,31
2016,7,Arizona,33
2016,8,Arizona,37
2016,9,Arizona,23
2016,10,Arizona,24
2016,11,Arizona,24
2016,12,Arizona,19
2017,1,Arizona,28
2017,2,Arizona,18
2017,3,Arizona,17
2017,4,Arizona,23
2017,5,Arizona,29
2017,6,Arizona,28
2017,7,Arizona,28
2017,8,Arizona,24
2017,9,Arizona,15
2017,10,Arizona,35
2017,11,Arizona,30
2017,12,Arizona,29
2018,1,Arizona,28
2018,2,Arizona,24
2018,3,Arizona,29
2018,4,Arizona,26
2018,5,Arizona,21
2018,6,Arizona,32
2018,7,Arizona,24
2018,8,Arizona,21
2018,9,Arizona,20
2018,10,Arizona,21
2018,11,Arizona,28
2018,12,Arizona,19
2019,1,Arizona,18
2019,2,Arizona,26
2019,3,Arizona,16
2019,4,Arizona,30
2019,5,Arizona,26
2019,6,Arizona,30
2019,7,Arizona,25
2019,8,Arizona,26
2019,9,Arizona,14
2019,10,Arizona,22
2019,11,Arizona,24
2019,12,Arizona,28
2020,1,Arizona,27
2020,2,Arizona,23
2020,3,Arizona,28
2020,4,Arizona,28
2020,5,Arizona,33
2020,6,Arizona,27
2020,7,Arizona,23
2020,8,Arizona,40
2020,9,Arizona,42
2020,10,Arizona,45
2020,11,Arizona,28
2020,12,Arizona,38
1999,1,Arkansas,11
1999,2,Arkansas,8
1999,3,Arkansas,8
1999,4,Arkansas,10
1999,5,Arkansas,10
1999,6,Arkansas,9
1999,7,Arkansas,10
1999,8,Arkansas,9
1999,9,Arkansas,4
1999,10,Arkansas,13
1999,11,Arkansas,7
1999,12,Arkansas,19
2000,1,Arkansas,14
2000,2,Arkansas,9
2000,3,Arkansas,13
2000,4,Arkansas,10
2000,5,Arkansas,14
2000,6,Arkansas,9
2000,7,Arkansas,16
2000,8,Arkansas,9
2000,9,Arkansas,7
2000,10,Arkansas,14
2000,11,Arkansas,13
2000,12,Arkansas,12
2001,1,Arkansas,12
2001,2,Arkansas,2
2001,3,Arkansas,14
2001,4,Arkansas,12
2001,5,Arkansas,9
2001,6,Arkansas,7
2001,7,Arkansas,7
2001,8,Arkansas,7
2001,9,Arkansas,8
2001,10,Arkansas,8
2001,11,Arkansas,12
2001,12,Arkansas,12
2002,1,Arkansas,10
2002,2,Arkansas,12
2002,3,Arkansas,7
2002,4,Arkansas,10
2002,5,Arkansas,15
2002,6,Arkansas,6
2002,7,Arkansas,12
2002,8,Arkansas,18
2002,9,Arkansas,11
2002,10,Arkansas,19
2002,11,Arkansas,11
2002,12,Arkansas,15
2003,1,Arkansas,13
2003,2,Arkansas,9
2003,3,Arkansas,9
2003,4,Arkansas,8
2003,5,Arkansas,14
2003,6,Arkansas,10
2003,7,Arkansas,14
2003,8,Arkansas,4
2003,9,Arkansas,8
2003,10,Arkansas,13
2003,11,Arkansas,12
2003,12,Arkansas,9
2004,1,Arkansas,10
2004,2,Arkansas,10
2004,3,Arkansas,10
2004,4,Arkansas,6
2004,5,Arkansas,10
2004,6,Arkansas,14
2004,7,Arkansas,16
2004,8,Arkansas,9
2004,9,Arkansas,6
2004,10,Arkansas,10
2004,11,Arkansas,19
2004,12,Arkansas,21
2005,1,Arkansas,8
2005,2,Arkansas,12
2005,3,Arkansas,8
2005,4,Arkansas,15
2005,5,Arkansas,6
2005,6,Arkansas,25
2005,7,Arkansas,17
2005,8,Arkansas,6
2005,9,Arkansas,13
2005,10,Arkansas,16
2005,11,Arkansas,14
2005,12,Arkansas,14
2006,1,Arkansas,14
2006,2,Arkansas,10
2006,3,Arkansas,14
2006,4,Arkansas,12
2006,5,Arkansas,12
2006,6,Arkansas,18
2006,7,Arkansas,10
2006,8,Arkansas,16
2006,9,Arkansas,7
2006,10,Arkansas,13
2006,11,Arkansas,16
2006,12,Arkansas,13
2007,1,Arkansas,5
2007,2,Arkansas,12
2007,3,Arkansas,14
2007,4,Arkansas,8
2007,5,Arkansas,14
2007,6,Arkansas,17
2007,7,Arkansas,10
2007,8,Arkansas,21
2007,9,Arkansas,13
2007,10,Arkansas,10
2007,11,Arkansas,17
2007,12,Arkansas,12
2008,1,Arkansas,12
2008,2,Arkansas,8
2008,3,Arkansas,15
2008,4,Arkansas,13
2008,5,Arkansas,12
2008,6,Arkansas,7
2008,7,Arkansas,11
2008,8,Arkansas,20
2008,9,Arkansas,12
2008,10,Arkansas,16
2008,11,Arkansas,9
2008,12,Arkansas,10
2009,1,Arkansas,14
2009,2,Arkansas,8
2009,3,Arkansas,10
2009,4,Arkansas,14
2009,5,Arkansas,13
2009,6,Arkansas,12
2009,7,Arkansas,17
2009,8,Arkansas,7
2009,9,Arkansas,14
2009,10,Arkansas,10
2009,11,Arkansas,26
2009,12,Arkansas,12
2010,1,Arkansas,11
2010,2,Arkansas,13
2010,3,Arkansas,7
2010,4,Arkansas,7
2010,5,Arkansas,11
2010,6,Arkansas,12
2010,7,Arkansas,14
2010,8,Arkansas,11
2010,9,Arkansas,8
2010,10,Arkansas,8
2010,11,Arkansas,16
2010,12,Arkansas,14
2011,1,Arkansas,17
2011,2,Arkansas,9
2011,3,Arkansas,6
2011,4,Arkansas,15
2011,5,Arkansas,10
2011,6,Arkansas,8
2011,7,Arkansas,15
2011,8,Arkansas,17
2011,9,Arkansas,12
2011,10,Arkansas,11
2011,11,Arkansas,12
2011,12,Arkansas,13
2012,1,Arkansas,18
2012,2,Arkansas,9
2012,3,Arkansas,7
2012,4,Arkansas,16
2012,5,Arkansas,22
2012,6,Arkansas,11
2012,7,Arkansas,11
2012,8,Arkansas,18
2012,9,Arkansas,11
2012,10,Arkansas,13
2012,11,Arkansas,16
2012,12,Arkansas,14
2013,1,Arkansas,17
2013,2,Arkansas,8
2013,3,Arkansas,8
2013,4,Arkansas,18
2013,5,Arkansas,14
2013,6,Arkansas,9
2013,7,Arkansas,14
2013,8,Arkansas,7
2013,9,Arkansas,11
2013,10,Arkansas,18
2013,11,Arkansas,11
2013,12,Arkansas,17
2014,1,Arkansas,16
2014,2,Arkansas,9
2014,3,Arkansas,11
2014,4,Arkansas,16
2014,5,Arkansas,19
2014,6,Arkansas,15
2014,7,Arkansas,13
2014,8,Arkansas,15
2014,9,Arkansas,10
2014,10,Arkansas,12
2014,11,Arkansas,10
2014,12,Arkansas,15
2015,1,Arkansas,11
2015,2,Arkansas,15
2015,3,Arkansas,7
2015,4,Arkansas,14
2015,5,Arkansas,12
2015,6,Arkansas,14
2015,7,Arkansas,21
2015,8,Arkansas,15
2015,9,Arkansas,17
2015,10,Arkansas,12
2015,11,Arkansas,9
2015,12,Arkansas,8
2016,1,Arkansas,18
2016,2,Arkansas,7
2016,3,Arkansas,8
2016,4,Arkansas,11
2016,5,Arkansas,12
2016,6,Arkansas,18
2016,7,Arkansas,16
2016,8,Arkansas,13
2016,9,Arkansas,18
2016,10,Arkansas,23
2016,11,Arkansas,19
2016,12,Arkansas,19
2017,1,Arkansas,19
2017,2,Arkansas,14
2017,3,Arkansas,20
2017,4,Arkansas,11
2017,5,Arkansas,25
2017,6,Arkansas,8
2017,7,Arkansas,22
2017,8,Arkansas,17
2017,9,Arkansas,8
2017,10,Arkansas,20
2017,11,Arkansas,16
2017,12,Arkansas,12
2018,1,Arkansas,20
2018,2,Arkansas,14
2018,3,Arkansas,14
2018,4,Arkansas,17
2018,5,Arkansas,15
2018,6,Arkansas,14
2018,7,Arkansas,13
2018,8,Arkansas,17
2018,9,Arkansas,18
2018,10,Arkansas,14
2018,11,Arkansas,22
2018,12,Arkansas,16
2019,1,Arkansas,21
2019,2,Arkansas,14
2019,3,Arkansas,24
2019,4,Arkansas,14
2019,5,Arkansas,10
2019,6,Arkansas,18
2019,7,Arkansas,21
2019,8,Arkansas,25
2019,9,Arkansas,18
2019,10,Arkansas,18
2019,11,Arkansas,15
2019,12,Arkansas,10
2020,1,Arkansas,23
2020,2,Arkansas,10
2020,3,Arkansas,21
2020,4,Arkansas,23
2020,5,Arkansas,25
2020,6,Arkansas,43
2020,7,Arkansas,22
2020,8,Arkansas,28
2020,9,Arkansas,15
2020,10,Arkansas,20
2020,11,Arkansas,16
2020,12,Arkansas,36
1999,1,California,136
1999,2,California,96
1999,3,California,92
1999,4,California,96
1999,5,California,113
1999,6,California,121
1999,7,California,132
1999,8,California,144
1999,9,California,111
1999,10,California,114
1999,11,California,104
1999,12,California,121
2000,1,California,113
2000,2,California,98
2000,3,California,84
2000,4,California,132
2000,5,California,136
2000,6,California,155
2000,7,California,132
2000,8,California,154
2000,9,California,121
2000,10,California,126
2000,11,California,101
2000,12,California,131
2001,1,California,127
2001,2,California,97
2001,3,California,122
2001,4,California,124
2001,5,California,129
2001,6,California,113
2001,7,California,157
2001,8,California,151
2001,9,California,158
2001,10,California,157
2001,11,California,137
2001,12,California,117
2002,1,California,157
2002,2,California,103
2002,3,California,149
2002,4,California,144
2002,5,California,156
2002,6,California,135
2002,7,California,167
2002,8,California,166
2002,9,California,201
2002,10,California,130
2002,11,California,161
2002,12,California,141
2003,1,California,143
2003,2,California,137
2003,3,California,156
2003,4,California,122
2003,5,California,161
2003,6,California,148
2003,7,California,162
2003,8,California,163
2003,9,California,170
2003,10,California,161
2003,11,California,127
2003,12,California,132
2004,1,California,164
2004,2,California,114
2004,3,California,157
2004,4,California,145
2004,5,California,175
2004,6,California,134
2004,7,California,165
2004,8,California,180
2004,9,California,149
2004,10,California,144
2004,11,California,141
2004,12,California,140
2005,1,California,172
2005,2,California,129
2005,3,California,154
2005,4,California,135
2005,5,California,151
2005,6,California,139
2005,7,California,184
2005,8,California,193
2005,9,California,134
2005,10,California,164
2005,11,California,163
2005,12,California,160
2006,1,California,155
2006,2,California,134
2006,3,California,133
2006,4,California,172
2006,5,California,161
2006,6,California,170
2006,7,California,190
2006,8,California,171
2006,9,California,141
2006,10,California,163
2006,11,California,146
2006,12,California,147
2007,1,California,168
2007,2,California,121
2007,3,California,120
2007,4,California,137
2007,5,California,125
2007,6,California,154
2007,7,California,168
2007,8,California,175
2007,9,California,134
2007,10,California,136
2007,11,California,119
2007,12,California,144
2008,1,California,125
2008,2,California,139
2008,3,California,151
2008,4,California,128
2008,5,California,134
2008,6,California,133
2008,7,California,110
2008,8,California,138
